time (source1),c1,time (source1),x2,time (source1),y2,time (source1),z2,time (source1),p2,time (source1),r2,time (source1),c2,time (source1),x3,time (source1),y3,time (source1),z3,time (source1),p3,time (source1),r3,time (source1),c3,time (source1),x4,time (source1),y4,time (source1),z4,time (source1),p4,time (source1),r4,time (source1),c4,time (source1),x5,time (source1),y5,time (source1),z5,time (source1),p5,time (source1),r5,time (source1),c5,time (source1),x6,time (source1),y6,time (source1),z6,time (source1),p6,time (source1),r6,time (source1),c6,time (source1),x7,time (source1),y7,time (source1),z7,time (source1),p7,time (source1),r7,time (source1),c7,time (source1),x8,time (source1),y8,time (source1),z8,time (source1),p8,time (source1),r8,time (source1),c8,time (source1),x1,time (source1),y1,time (source1),z1,time (source1),p1,time (source1),r1,Adjusted time,Movements
62.095,0,62.097,0,62.886,0,62.075,0,62.078,0,62.073,0,62.061,0,61.331,0,61.336,0,61.343,0,61.325,0,61.321,0,61.309,0,61.319,0,61.319,0,61.329,0,61.329,0,61.322,0,61.31,0,61.313,4,61.325,-640,61.326,-844,61.332,-37,61.354,-5,61.342,176,61.345,84,61.334,-1008,61.341,188,61.346,-97,61.343,151,62.088,160,62.082,160,62.099,-896,62.104,340,62.104,-110,62.094,167,62.108,9,62.096,96,62.096,-368,62.101,-1072,62.089,-10,62.099,8,62.105,163,63.001,0,63.019,0,63.029,0,62.14,0,62.149,0,35.733,
62.892,0,62.893,0,63.778,0,62.894,0,62.897,0,62.898,0,62.892,0,62.06,0,62.063,0,62.058,0,62.051,0,62.058,0,62.046,0,62.048,0,62.066,0,62.059,0,62.062,0,62.056,0,62.049,0,62.063,28,62.062,-504,62.075,-928,62.076,-28,62.08,2,62.074,173,62.071,-16,62.081,-1060,62.082,-208,62.076,-78,62.098,2,62.946,196,62.945,20,62.958,-1004,62.96,204,62.958,-97,62.965,147,62.971,84,62.965,-160,62.963,-48,62.969,-1008,62.968,-2,62.974,-11,62.996,192,63.814,0,63.821,0,63.826,0,63.023,0,63.044,0,36.624,
63.768,0,63.774,0,64.561,0,63.77,0,63.775,0,63.793,0,63.775,0,62.889,0,62.886,0,62.873,0,62.875,0,62.863,0,62.865,0,62.88,0,62.894,0,62.888,0,62.889,0,62.895,0,62.894,0,62.897,-32,62.909,-608,62.912,-988,62.913,-33,62.919,-12,62.919,191,62.916,-92,62.917,-1152,62.919,-96,62.928,-80,62.934,-26,63.78,213,63.787,56,63.796,-992,63.796,112,63.783,-97,63.772,131,63.778,46,63.778,-96,63.784,128,63.782,-944,63.785,7,63.791,-5,63.803,184,64.623,0,64.625,0,64.617,0,63.815,0,63.813,0,37.431,
64.554,0,64.562,0,65.358,0,64.562,0,64.563,0,64.565,0,64.559,0,63.775,0,63.766,0,63.772,0,63.771,0,63.761,0,63.756,0,63.758,0,63.769,0,63.763,0,63.761,0,63.767,0,63.76,0,63.762,-52,63.773,-400,63.775,-1024,63.774,-20,63.773,-5,63.774,189,63.771,-72,63.773,-1044,63.773,-60,63.773,-85,63.779,-47,64.601,175,64.594,44,64.602,-960,64.602,-92,64.596,-82,64.596,43,64.615,130,64.609,48,64.626,512,64.615,-880,64.603,26,64.606,1,64.621,185,65.279,0,65.292,0,65.298,0,64.618,0,64.618,0,38.249,
65.343,0,65.351,0,66.013,0,65.341,0,65.352,0,65.341,0,65.329,0,64.554,0,64.542,0,64.543,0,64.538,0,64.52,0,64.515,0,64.522,0,64.532,0,64.537,0,64.544,0,64.545,0,64.533,0,64.54,-100,64.552,-204,64.559,-1096,64.56,-9,64.566,-3,64.567,187,64.568,-84,64.578,-1004,64.573,-324,64.573,-74,64.585,-15,65.259,174,65.261,52,65.268,-1004,65.262,-112,65.256,-82,65.256,34,65.263,144,65.264,64,65.256,528,65.25,-864,65.252,30,65.259,5,65.267,182,66.06,0,66.06,0,66.068,0,65.294,0,65.287,0,38.895,
66.019,0,66.02,0,66.807,0,66.013,0,66.008,0,66.015,0,66.006,0,65.328,0,65.316,0,65.318,0,65.315,0,65.295,0,65.295,0,65.296,0,65.296,0,65.296,0,65.295,0,65.295,0,65.289,0,65.292,-76,65.304,-60,65.304,-1080,65.291,-3,65.285,-3,65.281,187,65.27,-36,65.258,-1004,65.265,-376,65.258,-67,65.258,-6,66.006,170,66.005,48,66.011,-1192,66.021,-132,66.016,-81,66.021,16,66.028,152,66.023,80,66.027,544,66.032,-832,66.043,31,66.043,4,66.048,184,66.909,0,66.922,0,66.927,0,66.075,0,66.069,0,39.676,
66.81,0,66.82,0,67.677,0,66.811,0,66.816,0,66.805,0,66.805,0,66.001,0,66.006,0,66.003,0,66.003,0,65.988,0,65.988,0,65.996,0,66.001,0,66.006,0,66.004,0,66.007,0,65.988,0,66.001,-72,66.007,-76,66.01,-1112,66.005,-2,65.998,-3,66.011,185,65.995,-28,65.985,-1064,65.996,-412,65.999,-67,66.002,-7,66.862,171,66.858,36,66.869,-1072,66.863,-112,66.869,-83,66.869,19,66.871,136,66.871,32,66.87,544,66.858,-864,66.865,32,66.877,2,66.89,182,67.795,0,67.802,0,67.801,0,66.928,0,66.939,0,40.518,Start of pose 4
67.677,0,67.678,0,68.548,0,67.679,0,67.676,0,67.682,0,67.682,0,66.816,0,66.822,0,66.809,0,66.818,0,66.818,0,66.808,0,66.809,0,66.823,0,66.828,0,66.826,0,66.839,0,66.829,0,66.836,-52,66.848,-24,66.843,-1100,66.849,-2,66.854,-2,66.851,185,66.84,-52,66.834,-956,66.84,-440,66.839,-68,66.855,-4,67.748,172,67.738,92,67.756,-1024,67.775,-192,67.757,-81,67.756,21,67.757,151,67.758,64,67.757,560,67.769,-848,67.773,32,67.787,5,67.789,184,68.551,0,68.551,0,68.55,0,67.802,0,67.801,0,41.417,
68.532,0,68.549,0,69.287,0,68.551,0,68.549,0,68.555,0,68.544,0,67.683,0,67.684,0,67.687,0,67.681,0,67.681,0,67.683,0,67.69,0,67.702,0,67.707,0,67.719,0,67.721,0,67.708,0,67.711,-64,67.724,-32,67.725,-1080,67.725,0,67.732,-3,67.732,185,67.728,-56,67.723,-904,67.735,-464,67.74,-64,67.752,-7,68.565,170,68.553,40,68.554,-948,68.547,-192,68.552,-82,68.548,19,68.55,152,68.546,80,68.534,544,68.536,-848,68.53,34,68.529,5,68.547,184,69.299,0,69.316,0,69.316,0,68.559,0,68.563,0,42.175,
69.294,0,69.288,0,70.042,0,69.281,0,69.276,0,69.29,0,69.278,0,68.543,0,68.544,0,68.539,0,68.538,0,68.532,0,68.526,0,68.534,0,68.546,0,68.552,0,68.556,0,68.564,0,68.559,0,68.568,-48,68.579,-12,68.586,-1096,68.587,0,68.58,-2,68.581,184,68.571,-24,68.566,-920,68.572,-484,68.56,-63,68.565,-8,69.28,169,69.28,56,69.299,-1020,69.3,-152,69.299,-80,69.294,16,69.297,143,69.29,80,69.291,512,69.284,-848,69.279,32,69.291,5,69.291,184,70.095,0,70.094,0,70.1,0,69.311,0,69.311,0,42.919,
70.035,0,70.035,0,70.832,0,70.038,0,70.039,0,70.051,0,70.04,0,69.273,0,69.267,0,69.262,0,69.261,0,69.244,0,69.241,0,69.242,0,69.254,0,69.26,0,69.252,0,69.247,0,69.234,0,69.244,-16,69.249,-20,69.256,-1068,69.258,-1,69.263,0,69.259,186,69.255,-24,69.262,-948,69.27,-488,69.266,-63,69.279,-4,70.032,173,70.038,80,70.052,-1016,70.046,-204,70.046,-82,70.041,12,70.055,149,70.055,80,70.055,560,70.05,-816,70.057,34,70.073,5,70.087,184,70.731,0,70.734,0,70.742,0,70.102,0,70.095,0,43.715,
70.829,0,70.841,0,71.444,0,70.828,0,70.818,0,70.825,0,70.813,0,70.028,0,70.029,0,70.019,0,70.014,0,70.002,0,70.002,0,70.009,0,70.015,0,70.014,0,70.019,0,70.014,0,70.001,0,70.015,-32,70.023,4,70.025,-1080,70.021,-1,70.02,-2,70.022,184,70.018,-64,70.019,-900,70.021,-492,70.017,-65,70.023,-5,70.781,167,70.764,64,70.765,-1112,70.748,-208,70.735,-78,70.736,14,70.731,152,70.727,48,70.72,464,70.71,-816,70.712,35,70.719,0,70.721,183,71.376,0,71.377,0,71.372,0,70.726,0,70.725,0,44.349,
71.461,0,71.456,0,72.105,0,71.44,0,71.449,0,71.438,0,71.42,0,70.812,0,70.807,0,70.796,0,70.791,0,70.786,0,70.781,0,70.813,0,70.812,0,70.8,0,70.803,0,70.796,0,70.772,0,70.773,-24,70.778,-20,70.775,-1128,70.773,-1,70.773,-2,70.76,183,70.761,-32,70.749,-940,70.746,-472,70.734,-62,70.739,-2,71.37,166,71.372,-68,71.378,-972,71.373,-560,71.373,-58,71.356,1,71.356,161,71.35,160,71.353,912,71.349,-512,71.362,54,71.368,6,71.374,188,72.045,0,72.053,0,72.075,0,71.361,0,71.374,0,45.002,
72.105,0,72.116,0,72.79,0,72.105,0,72.094,0,72.096,0,72.097,0,71.425,0,71.408,0,71.409,0,71.403,0,71.386,0,71.397,0,71.392,0,71.392,0,71.391,0,71.389,0,71.385,0,71.377,0,71.381,-132,71.386,232,71.393,-1004,71.393,12,71.398,-6,71.386,184,71.382,-44,71.376,-832,71.376,-672,71.375,-44,71.375,0,72.08,163,72.069,192,72.064,-480,72.051,-844,72.038,-35,72.038,4,72.04,190,72.028,32,72.033,944,72.027,-320,72.022,65,72.041,8,72.039,198,72.814,0,72.836,0,72.837,0,72.073,0,72.064,0,45.667,End of pose 4
72.788,0,72.79,0,73.591,0,72.795,0,72.793,0,72.792,0,72.786,0,72.099,0,72.092,0,72.081,0,72.075,0,72.072,0,72.062,0,72.057,0,72.081,0,72.073,0,72.103,0,72.092,0,72.083,0,72.077,-104,72.072,716,72.082,-848,72.071,32,72.069,-14,72.083,186,72.064,160,72.076,-420,72.07,-876,72.056,-23,72.072,1,72.784,170,72.778,324,72.792,-100,72.799,-1004,72.781,-5,72.781,14,72.79,195,72.795,96,72.801,864,72.791,-448,72.78,63,72.785,11,72.803,189,73.63,0,73.636,0,73.642,0,72.84,0,72.851,0,46.431,
73.577,0,73.586,0,74.373,0,73.592,0,73.592,0,73.597,0,73.586,0,72.775,0,72.797,0,72.786,0,72.778,0,72.771,0,72.759,0,72.762,0,72.769,0,72.765,0,72.765,0,72.767,0,72.762,0,72.767,-92,72.77,836,72.777,-656,72.772,52,72.777,-5,72.778,182,72.766,-220,72.766,-8,72.766,-1016,72.766,-6,72.773,-8,73.616,171,73.602,332,73.598,64,73.604,-980,73.606,0,73.6,15,73.616,191,73.619,64,73.604,928,73.613,-432,73.61,65,73.616,10,73.63,190,74.338,0,74.35,0,74.365,0,73.637,0,73.642,0,47.258,Start of pose 5
74.379,0,74.373,0,75.104,0,74.362,0,74.368,0,74.375,0,74.357,0,73.589,0,73.592,0,73.602,0,73.602,0,73.584,0,73.585,0,73.58,0,73.597,0,73.59,0,73.59,0,73.59,0,73.583,0,73.594,-84,73.608,876,73.614,-596,73.613,56,73.62,-10,73.612,179,73.603,-260,73.592,88,73.598,-1020,73.597,4,73.598,-13,74.344,176,74.327,316,74.327,72,74.314,-1008,74.321,4,74.31,15,74.305,190,74.316,64,74.298,928,74.298,-432,74.293,64,74.304,8,74.322,187,75.233,0,75.249,0,75.248,0,74.364,0,74.364,0,47.95,
75.1,0,75.113,0,75.983,0,75.104,0,75.105,0,75.111,0,75.105,0,74.351,0,74.355,0,74.344,0,74.351,0,74.328,0,74.329,0,74.324,0,74.324,0,74.324,0,74.328,0,74.331,0,74.318,0,74.32,-92,74.331,868,74.332,-552,74.321,57,74.322,-10,74.324,182,74.312,-252,74.317,120,74.322,-968,74.324,7,74.338,-14,75.2,176,75.21,320,75.221,124,75.207,-988,75.193,4,75.198,17,75.207,195,75.208,80,75.213,928,75.201,-416,75.206,65,75.225,10,75.225,190,76.071,0,76.077,0,76.085,0,75.248,0,75.253,0,48.853,
75.984,0,76.001,0,76.809,0,75.992,0,75.992,0,76.006,0,76.002,0,75.098,0,75.107,0,75.109,0,75.109,0,75.103,0,75.103,0,75.118,0,75.13,0,75.136,0,75.139,0,75.145,0,75.138,0,75.145,-96,75.156,872,75.164,-536,75.16,58,75.166,-8,75.173,179,75.164,-268,75.165,160,75.18,-976,75.187,8,75.198,-14,76.047,174,76.036,300,76.054,128,76.059,-992,76.073,5,76.063,17,76.057,192,76.04,80,76.041,912,76.053,-432,76.042,65,76.052,10,76.059,190,76.828,0,76.835,0,76.828,0,76.082,0,76.075,0,49.687,
76.805,0,76.799,0,77.554,0,76.797,0,76.793,0,76.794,0,76.788,0,75.989,0,75.989,0,75.976,0,75.969,0,75.963,0,75.965,0,75.968,0,75.98,0,75.992,0,75.997,0,76.004,0,75.991,0,75.998,-76,76.016,888,76.024,-544,76.028,58,76.021,-9,76.025,180,76.003,-268,76.012,144,76.018,-976,76.022,9,76.033,-15,76.81,176,76.796,312,76.81,104,76.799,-988,76.809,5,76.809,17,76.802,194,76.808,96,76.795,912,76.8,-432,76.789,64,76.806,10,76.813,190,77.501,0,77.524,0,77.517,0,76.825,0,76.831,0,50.441,
77.555,0,77.562,0,78.249,0,77.549,0,77.549,0,77.551,0,77.538,0,76.793,0,76.8,0,76.797,0,76.79,0,76.784,0,76.78,0,76.782,0,76.79,0,76.798,0,76.802,0,76.803,0,76.791,0,76.792,-84,76.798,884,76.799,-528,76.805,58,76.818,-8,76.821,181,76.804,-276,76.799,152,76.792,-964,76.803,8,76.8,-14,77.515,175,77.519,320,77.514,156,77.516,-976,77.498,4,77.485,17,77.491,190,77.486,80,77.485,928,77.483,-432,77.472,65,77.484,10,77.504,190,78.336,0,78.343,0,78.342,0,77.534,0,77.529,0,51.132,
78.262,0,78.256,0,79.098,0,78.253,0,78.248,0,78.266,0,78.248,0,77.544,0,77.539,0,77.534,0,77.521,0,77.504,0,77.505,0,77.5,0,77.506,0,77.519,0,77.517,0,77.523,0,77.513,0,77.514,-88,77.519,896,77.527,-536,77.527,59,77.527,-8,77.537,180,77.515,-272,77.52,192,77.515,-964,77.503,10,77.517,-14,78.298,176,78.308,332,78.308,116,78.309,-976,78.302,7,78.302,17,78.314,194,78.318,80,78.309,912,78.313,-432,78.301,65,78.318,12,78.334,190,79.093,0,79.108,0,79.101,0,78.349,0,78.354,0,51.962,
79.091,0,79.111,0,79.826,0,79.108,0,79.097,0,79.104,0,79.099,0,78.255,0,78.251,0,78.252,0,78.248,0,78.244,0,78.25,0,78.257,0,78.265,0,78.266,0,78.271,0,78.271,0,78.264,0,78.277,-84,78.283,904,78.291,-544,78.303,58,78.295,-9,78.292,180,78.288,-272,78.286,192,78.294,-964,78.282,10,78.303,-14,79.096,176,79.104,328,79.12,116,79.108,-988,79.09,6,79.081,18,79.086,191,79.075,80,79.078,912,79.074,-432,79.071,64,79.077,8,79.09,190,79.908,0,79.917,0,79.923,0,79.108,0,79.107,0,52.718,
79.833,0,79.832,0,80.668,0,79.822,0,79.825,0,79.831,0,79.827,0,79.099,0,79.1,0,79.102,0,79.102,0,79.091,0,79.091,0,79.092,0,79.098,0,79.098,0,79.097,0,79.11,0,79.097,0,79.104,-92,79.115,888,79.116,-544,79.116,58,79.121,-9,79.121,181,79.104,-284,79.098,200,79.098,-968,79.087,10,79.103,-15,79.9,175,79.888,308,79.897,136,79.891,-984,79.901,6,79.897,17,79.897,192,79.905,80,79.907,912,79.894,-416,79.883,64,79.895,12,79.896,192,80.664,0,80.666,0,80.671,0,79.921,0,79.922,0,53.524,
80.657,0,80.669,0,81.423,0,80.668,0,80.657,0,80.663,0,80.645,0,79.821,0,79.818,0,79.828,0,79.828,0,79.822,0,79.816,0,79.823,0,79.835,0,79.846,0,79.851,0,79.858,0,79.854,0,79.856,-92,79.873,904,79.874,-540,79.874,58,79.875,-10,79.875,178,79.87,-264,79.872,184,79.872,-964,79.871,11,79.878,-16,80.617,177,80.618,300,80.631,140,80.631,-976,80.632,7,80.628,18,80.649,191,80.643,80,80.637,912,80.637,-432,80.638,64,80.651,10,80.663,190,81.463,0,81.47,0,81.469,0,80.675,0,80.681,0,54.291,
81.417,0,81.424,0,82.2,0,81.431,0,81.433,0,81.439,0,81.439,0,80.632,0,80.638,0,80.634,0,80.621,0,80.611,0,80.607,0,80.617,0,80.617,0,80.617,0,80.609,0,80.622,0,80.609,0,80.611,-92,80.617,896,80.615,-536,80.608,58,80.607,-9,80.595,181,80.591,-288,80.597,168,80.598,-984,80.598,11,80.61,-15,81.493,175,81.475,288,81.479,132,81.467,-1000,81.474,7,81.46,16,81.455,194,81.463,80,81.445,928,81.433,-448,81.427,64,81.445,12,81.451,189,82.098,0,82.113,0,82.106,0,81.471,0,81.476,0,55.079,
82.206,0,82.213,0,82.841,0,82.188,0,82.184,0,82.184,0,82.167,0,81.432,0,81.438,0,81.44,0,81.439,0,81.436,0,81.431,0,81.444,0,81.456,0,81.464,0,81.472,0,81.472,0,81.459,0,81.466,-92,81.471,908,81.478,-536,81.49,59,81.478,-11,81.481,180,81.489,-276,81.484,192,81.478,-976,81.483,10,81.483,-17,82.106,174,82.106,288,82.112,-108,82.105,-976,82.104,-5,82.098,16,82.105,195,82.095,48,82.082,928,82.087,-400,82.071,67,82.07,-2,82.082,180,82.925,0,82.925,0,82.932,0,82.111,0,82.114,0,55.71,
82.848,0,82.842,0,83.675,0,82.829,0,82.826,0,82.822,0,82.809,0,82.161,0,82.163,0,82.158,0,82.158,0,82.142,0,82.131,0,82.138,0,82.14,0,82.138,0,82.148,0,82.146,0,82.134,0,82.136,-100,82.135,852,82.136,-620,82.132,53,82.133,-3,82.127,185,82.118,-244,82.107,-8,82.106,-984,82.099,0,82.105,-14,82.86,170,82.86,248,82.873,-524,82.879,-952,82.878,-30,82.88,12,82.888,186,82.906,-48,82.893,736,82.887,-416,82.888,59,82.906,-3,82.918,182,83.79,0,83.797,0,83.803,0,82.934,0,82.94,0,56.546,End of pose 5
83.676,0,83.682,0,84.53,0,83.683,0,83.679,0,83.686,0,83.675,0,82.816,0,82.805,0,82.801,0,82.794,0,82.788,0,82.788,0,82.812,0,82.812,0,82.819,0,82.817,0,82.824,0,82.819,0,82.82,-60,82.837,552,82.84,-812,82.842,39,82.851,-6,82.845,181,82.834,32,82.843,-432,82.847,-912,82.849,-16,82.855,-4,83.751,175,83.756,4,83.768,-692,83.766,-688,83.766,-42,83.76,12,83.767,170,83.767,-16,83.76,720,83.763,-656,83.752,52,83.767,-1,83.778,179,84.535,0,84.541,0,84.54,0,83.799,0,83.804,0,57.406,
84.541,0,84.548,0,85.254,0,84.53,0,84.531,0,84.531,0,84.526,0,83.677,0,83.683,0,83.684,0,83.683,0,83.679,0,83.679,0,83.698,0,83.71,0,83.715,0,83.721,0,83.727,0,83.72,0,83.727,-112,83.734,404,83.742,-928,83.736,25,83.742,-11,83.749,186,83.746,-68,83.746,-628,83.746,-844,83.742,-32,83.748,-3,84.507,173,84.508,16,84.509,-968,84.505,-472,84.51,-60,84.505,9,84.511,164,84.514,-48,84.513,688,84.501,-816,84.508,41,84.514,-2,84.526,179,85.322,0,85.324,0,85.336,0,84.535,0,84.528,0,58.154,
85.254,0,85.254,0,86.058,0,85.242,0,85.243,0,85.255,0,85.25,0,84.52,0,84.521,0,84.517,0,84.516,0,84.511,0,84.512,0,84.514,0,84.516,0,84.515,0,84.513,0,84.514,0,84.49,0,84.49,-64,84.495,128,84.497,-996,84.497,6,84.496,-8,84.491,186,84.481,-200,84.475,-1012,84.476,-564,84.482,-55,84.5,-11,85.32,188,85.305,88,85.306,-1028,85.31,-40,85.299,-86,85.298,171,85.295,139,85.292,-48,85.291,352,85.287,-992,85.282,7,85.29,-8,85.311,179,86.144,0,86.157,0,86.162,0,85.331,0,85.325,0,58.939,
86.057,0,86.065,0,86.914,0,86.065,0,86.061,0,86.069,0,86.058,0,85.242,0,85.244,0,85.24,0,85.239,0,85.235,0,85.235,0,85.241,0,85.254,0,85.26,0,85.259,0,85.272,0,85.265,0,85.266,-132,85.277,-144,85.278,-1028,85.278,-4,85.289,-6,85.289,186,85.284,-68,85.281,-1084,85.288,-164,85.288,-79,85.3,-74,86.103,339,86.099,64,86.115,-880,86.118,440,86.121,-117,86.116,159,86.122,24,86.116,-48,86.115,-320,86.127,-912,86.134,-19,86.146,0,86.144,180,87.026,0,87.046,0,87.052,0,86.159,0,86.169,0,59.772,
86.912,0,86.913,0,87.767,0,86.921,0,86.926,0,86.921,0,86.914,0,86.067,0,86.055,0,86.064,0,86.095,0,86.078,0,86.06,0,86.061,0,86.061,0,86.06,0,86.073,0,86.084,0,86.073,0,86.083,-56,86.088,-584,86.102,-904,86.096,-32,86.107,-3,86.11,188,86.095,-76,86.096,-1036,86.103,356,86.097,-111,86.107,-167,86.975,358,86.982,80,86.988,-792,86.991,628,86.991,-128,86.986,174,86.996,0,86.984,-80,86.983,-368,86.993,-928,86.994,-20,87.029,-1,87.024,183,87.836,0,87.836,0,87.842,0,87.041,0,87.048,0,60.652,
87.774,0,87.768,0,88.598,0,87.767,0,87.768,0,87.769,0,87.761,0,86.907,0,86.901,0,86.896,0,86.899,0,86.88,0,86.88,0,86.889,0,86.907,0,86.913,0,86.917,0,86.927,0,86.923,0,86.93,-8,86.943,-896,86.953,-636,86.957,-54,86.957,3,86.958,183,86.949,20,86.949,-920,86.96,452,86.954,-111,86.973,-178,87.793,358,87.793,60,87.8,-824,87.801,656,87.801,-129,87.808,172,87.81,12,87.817,-32,87.804,-368,87.811,-928,87.8,-22,87.816,-1,87.842,182,88.609,0,88.623,0,88.622,0,87.854,0,87.86,0,61.47,Start of pose 6
88.594,0,88.599,0,89.352,0,88.599,0,88.588,0,88.582,0,88.585,0,87.755,0,87.75,0,87.754,0,87.753,0,87.743,0,87.743,0,87.744,0,87.751,0,87.756,0,87.768,0,87.768,0,87.761,0,87.757,-44,87.768,-820,87.776,-588,87.778,-55,87.777,-5,87.777,188,87.767,-16,87.761,-984,87.761,404,87.773,-115,87.786,-178,88.586,0,88.58,60,88.595,-796,88.597,608,88.601,-128,88.598,174,88.604,4,88.604,-16,88.59,-384,88.596,-928,88.585,-22,88.592,0,88.605,183,89.321,0,89.34,0,89.339,0,88.622,0,88.617,0,62.233,
89.354,0,89.343,0,90.095,0,89.366,0,89.35,0,89.343,0,89.325,0,88.579,0,88.575,0,88.57,0,88.564,0,88.559,0,88.548,0,88.543,0,88.561,0,88.561,0,88.562,0,88.556,0,88.543,0,88.544,-88,88.554,-832,88.556,-624,88.55,-52,88.557,-3,88.557,188,88.552,-4,88.547,-976,88.555,420,88.555,-113,88.573,-178,89.306,0,89.289,60,89.291,-828,89.286,624,89.284,-129,89.282,175,89.289,10,89.29,-32,89.289,-384,89.284,-928,89.289,-22,89.305,0,89.323,184,90.205,0,90.199,0,90.228,0,89.341,0,89.352,0,62.951,
90.088,0,90.102,0,90.952,0,90.095,0,90.096,0,90.104,0,90.098,0,89.329,0,89.332,0,89.321,0,89.322,0,89.299,0,89.286,0,89.286,0,89.285,0,89.286,0,89.278,0,89.287,0,89.274,0,89.283,-52,89.289,-824,89.293,-668,89.293,-52,89.293,-4,89.289,188,89.278,-12,89.273,-944,89.267,432,89.272,-114,89.284,-179,90.144,356,90.139,68,90.157,-844,90.143,612,90.156,-127,90.144,176,90.157,357,90.152,-48,90.151,-368,90.153,-928,90.149,-20,90.167,0,90.185,184,90.992,0,90.999,0,91.004,0,90.212,0,90.204,0,63.813,
90.944,0,90.954,0,91.747,0,90.946,0,90.949,0,90.96,0,90.955,0,90.103,0,90.1,0,90.102,0,90.102,0,90.091,0,90.098,0,90.104,0,90.116,0,90.115,0,90.121,0,90.133,0,90.127,0,90.122,-52,90.127,-828,90.136,-652,90.131,-52,90.13,-6,90.138,190,90.127,-28,90.123,-928,90.132,472,90.124,-117,90.124,-176,90.941,354,90.94,28,90.952,-824,90.948,640,90.948,-128,90.949,175,90.962,3,90.963,-16,90.957,-352,90.957,-944,90.96,-21,90.972,0,90.985,184,91.8,0,91.801,0,91.816,0,91.006,0,91.011,0,64.613,
91.748,0,91.754,0,92.541,0,91.753,0,91.755,0,91.756,0,91.751,0,90.948,0,90.949,0,90.956,0,90.944,0,90.921,0,90.912,0,90.911,0,90.931,0,90.918,0,90.917,0,90.923,0,90.923,0,90.925,-52,90.931,-816,90.938,-652,90.926,-52,90.932,-6,90.935,190,90.931,-28,90.925,-952,90.926,464,90.925,-115,90.937,-175,91.784,350,91.778,24,91.785,-832,91.779,628,91.773,-127,91.773,179,91.78,359,91.795,-16,91.777,-368,91.775,-944,91.777,-20,91.789,-1,91.807,183,92.678,0,92.691,0,92.697,0,91.8,0,91.8,0,65.435,
