time (source1),c1,time (source1),x2,time (source1),y2,time (source1),z2,time (source1),p2,time (source1),r2,time (source1),c2,time (source1),x3,time (source1),y3,time (source1),z3,time (source1),p3,time (source1),r3,time (source1),c3,time (source1),x4,time (source1),y4,time (source1),z4,time (source1),p4,time (source1),r4,time (source1),c4,time (source1),x5,time (source1),y5,time (source1),z5,time (source1),p5,time (source1),r5,time (source1),c5,time (source1),x6,time (source1),y6,time (source1),z6,time (source1),p6,time (source1),r6,time (source1),c6,time (source1),x7,time (source1),y7,time (source1),z7,time (source1),p7,time (source1),r7,time (source1),c7,time (source1),x8,time (source1),y8,time (source1),z8,time (source1),p8,time (source1),r8,time (source1),c8,time (source1),x1,time (source1),y1,time (source1),z1,time (source1),p1,time (source1),r1,Adjusted time,Movements
92.554,0,92.548,0,93.444,0,92.535,0,92.537,0,92.549,0,92.539,0,91.744,0,91.744,0,91.751,0,91.752,0,91.746,0,91.746,0,91.753,0,91.767,0,91.772,0,91.777,0,91.782,0,91.768,0,91.767,-60,91.779,-820,91.78,-648,91.781,-51,91.781,-7,91.776,187,91.772,-28,91.766,-964,91.775,448,91.774,-116,91.78,-175,92.611,355,92.618,0,92.632,-844,92.631,616,92.626,-126,92.624,176,92.639,7,92.639,-32,92.638,-368,92.633,-944,92.64,-20,92.653,0,92.666,181,93.531,0,93.537,0,93.53,0,92.704,0,92.703,0,66.294,
93.439,0,93.439,0,94.284,0,93.444,0,93.447,0,93.453,0,93.448,0,92.538,0,92.538,0,92.529,0,92.534,0,92.528,0,92.529,0,92.537,0,92.552,0,92.558,0,92.568,0,92.569,0,92.558,0,92.567,-80,92.581,-804,92.593,-672,92.588,-49,92.593,-6,92.596,188,92.592,-36,92.592,-916,92.598,432,92.597,-115,92.603,-176,93.504,355,93.504,16,93.512,-828,93.506,616,93.501,-126,93.496,179,93.508,0,93.503,-48,93.502,-368,93.498,-944,93.499,-21,93.512,-2,93.53,181,94.366,0,94.373,0,94.383,0,93.537,0,93.542,0,67.158,
94.278,0,94.285,0,95.131,0,94.278,0,94.287,0,94.294,0,94.288,0,93.448,0,93.451,0,93.454,0,93.453,0,93.448,0,93.449,0,93.456,0,93.469,0,93.468,0,93.478,0,93.48,0,93.48,0,93.487,-76,93.488,-792,93.489,-668,93.489,-49,93.493,-6,93.495,188,93.488,-24,93.49,-980,93.491,444,93.49,-116,93.497,-177,94.315,354,94.329,44,94.327,-880,94.33,560,94.317,-122,94.324,176,94.329,14,94.33,-32,94.331,-336,94.331,-960,94.338,-19,94.352,-2,94.353,181,95.197,0,95.214,0,95.213,0,94.388,0,94.387,0,67.981,
95.117,0,95.131,0,95.967,0,95.133,0,95.128,0,95.134,0,95.134,0,94.275,0,94.27,0,94.272,0,94.266,0,94.27,0,94.264,0,94.266,0,94.28,0,94.285,0,94.29,0,94.299,0,94.292,0,94.287,-48,94.299,-772,94.301,-716,94.296,-46,94.308,-5,94.308,186,94.298,-28,94.299,-912,94.299,436,94.297,-113,94.308,176,95.226,2,95.212,164,95.212,-1052,95.218,432,95.213,-117,95.22,-163,95.215,41,95.211,-256,95.211,-224,95.2,-1024,95.195,-16,95.195,-12,95.195,187,96.115,0,96.122,0,96.128,0,95.214,0,95.225,0,68.823,
95.967,0,95.967,0,96.881,0,95.973,0,95.981,0,95.98,0,95.985,0,95.134,0,95.144,0,95.139,0,95.141,0,95.144,0,95.138,0,95.145,0,95.159,0,95.158,0,95.166,0,95.178,0,95.172,0,95.179,-236,95.191,-600,95.193,-732,95.199,-38,95.193,-17,95.193,201,95.188,-24,95.199,-972,95.192,304,95.2,-107,95.199,180,96.074,357,96.063,136,96.078,-764,96.071,368,96.07,-121,96.071,141,96.079,7,96.08,288,96.083,-160,96.077,-1008,96.088,-15,96.117,10,96.115,169,96.914,0,96.92,0,96.944,0,96.142,0,96.135,0,69.743,End of pose 6
96.872,0,96.877,0,97.685,0,96.878,0,96.882,0,96.889,0,96.878,0,95.98,0,95.983,0,96.001,0,95.988,0,95.982,0,95.982,0,95.992,0,96.008,0,96.007,0,96.01,0,96.01,0,96.005,0,96.014,124,96.035,-592,96.036,-788,96.031,-39,96.03,17,96.036,175,96.025,152,96.048,-828,96.041,104,96.03,-109,96.045,130,96.897,307,96.892,-52,96.904,-856,96.916,308,96.897,-113,96.9,-170,96.907,24,96.898,-64,96.904,-272,96.892,-1024,96.893,-5,96.91,-3,96.909,179,97.794,0,97.795,0,97.803,0,96.931,0,96.932,0,70.537,
97.673,0,97.67,0,98.52,0,97.675,0,97.685,0,97.692,0,97.672,0,96.883,0,96.889,0,96.878,0,96.88,0,96.857,0,96.843,0,96.833,0,96.849,0,96.864,0,96.871,0,96.871,0,96.858,0,96.866,44,96.878,-628,96.885,-796,96.885,-39,96.892,9,96.879,186,96.876,0,96.87,-968,96.882,236,96.881,-101,96.893,-166,97.77,286,97.768,76,97.768,-1112,97.77,420,97.769,-112,97.774,137,97.769,19,97.757,16,97.771,-16,97.753,-1024,97.773,-7,97.796,0,97.791,186,98.463,0,98.462,0,98.467,0,97.796,0,97.801,0,71.419,
98.523,0,98.532,0,99.212,0,98.519,0,98.508,0,98.517,0,98.514,0,97.679,0,97.673,0,97.674,0,97.676,0,97.671,0,97.667,0,97.676,0,97.688,0,97.693,0,97.697,0,97.704,0,97.697,0,97.712,180,97.726,-432,97.725,-884,97.738,-40,97.734,-21,97.736,176,97.733,12,97.732,-732,97.743,80,97.729,-85,97.75,68,98.455,326,98.443,-120,98.459,-912,98.441,436,98.45,-116,98.452,-164,98.445,358,98.434,64,98.437,-160,98.425,-928,98.426,-17,98.44,-19,98.469,181,99.275,0,99.292,0,99.286,0,98.479,0,98.468,0,72.097,
99.201,0,99.211,0,100.049,0,99.2,0,99.215,0,99.209,0,99.204,0,98.499,0,98.502,0,98.489,0,98.478,0,98.476,0,98.471,0,98.466,0,98.485,0,98.479,0,98.471,0,98.474,0,98.461,0,98.462,-92,98.467,-664,98.468,-892,98.456,-36,98.467,0,98.461,186,98.451,32,98.452,-1088,98.447,300,98.441,-104,98.462,-144,99.234,351,99.221,232,99.236,-728,99.236,644,99.238,-128,99.234,159,99.244,41,99.245,-96,99.247,-576,99.241,-944,99.237,-24,99.256,6,99.262,174,100.137,0,100.153,0,100.146,0,99.295,0,99.315,0,72.89,
100.054,0,100.047,0,100.88,0,100.037,0,100.033,0,100.048,0,100.046,0,99.205,0,99.221,0,99.211,0,99.203,0,99.192,0,99.186,0,99.2,0,99.206,0,99.211,0,99.211,0,99.219,0,99.202,0,99.205,-172,99.221,-588,99.222,-736,99.222,-36,99.228,-11,99.223,174,99.212,232,99.213,-948,99.213,292,99.218,-100,99.224,157,100.087,317,100.106,-24,100.106,-1396,100.112,412,100.1,-118,100.106,175,100.111,11,100.104,-176,100.106,-368,100.107,-1008,100.11,-18,100.116,-1,100.133,185,100.899,0,100.921,0,100.921,0,100.151,0,100.143,0,73.761,
100.879,0,100.873,0,101.653,0,100.877,0,100.879,0,100.874,0,100.871,0,100.032,0,100.037,0,100.041,0,100.047,0,100.045,0,100.037,0,100.046,0,100.059,0,100.051,0,100.064,0,100.064,0,100.058,0,100.066,-272,100.077,-692,100.09,-632,100.096,-43,100.088,-26,100.089,201,100.067,-232,100.076,-960,100.07,380,100.072,-113,100.088,-137,100.88,346,100.88,388,100.886,-1032,100.885,348,100.873,-114,100.874,131,100.876,27,100.876,32,100.876,-144,100.88,-992,100.872,-10,100.882,1,100.891,185,101.807,0,101.819,0,101.818,0,100.917,0,100.923,0,74.519,
101.659,0,101.659,0,102.549,0,101.659,0,101.661,0,101.668,0,101.662,0,100.857,0,100.865,0,100.869,0,100.868,0,100.85,0,100.836,0,100.843,0,100.858,0,100.864,0,100.866,0,100.86,0,100.847,0,100.86,172,100.854,-804,100.856,-680,100.862,-37,100.868,17,100.869,177,100.869,32,100.87,-1108,100.864,188,100.867,-102,100.882,173,101.746,261,101.747,252,101.759,-904,101.759,228,101.765,-108,101.761,132,101.769,50,101.768,96,101.763,80,101.769,-976,101.769,4,101.782,8,101.789,186,102.686,0,102.698,0,102.699,0,101.813,0,101.818,0,75.417,
102.55,0,102.556,0,103.457,0,102.55,0,102.546,0,102.553,0,102.543,0,101.682,0,101.673,0,101.668,0,101.668,0,101.658,0,101.658,0,101.671,0,101.683,0,101.689,0,101.693,0,101.699,0,101.7,0,101.707,-44,101.705,-588,101.717,-880,101.718,-35,101.723,0,101.728,187,101.718,-92,101.719,-876,101.725,88,101.725,-95,101.742,-94,102.621,231,102.62,236,102.633,-1156,102.633,104,102.638,-104,102.638,138,102.645,50,102.632,-80,102.634,-32,102.63,-896,102.637,10,102.651,-1,102.664,191,103.564,0,103.566,0,103.57,0,102.701,0,102.706,0,76.292,
103.449,0,103.456,0,104.286,0,103.451,0,103.452,0,103.458,0,103.451,0,102.536,0,102.543,0,102.542,0,102.553,0,102.536,0,102.539,0,102.551,0,102.563,0,102.562,0,102.568,0,102.573,0,102.567,0,102.582,12,102.592,-536,102.598,-904,102.6,-30,102.6,3,102.607,187,102.602,-92,102.602,-1088,102.609,-40,102.602,-81,102.612,-74,103.524,289,103.524,216,103.549,-1008,103.544,228,103.538,-107,103.539,142,103.54,47,103.538,96,103.534,32,103.533,-1008,103.534,0,103.55,2,103.558,185,104.285,0,104.298,0,104.305,0,103.574,0,103.562,0,77.186,Start of pose 7
104.293,0,104.298,0,105.037,0,104.276,0,104.281,0,104.276,0,104.265,0,103.456,0,103.451,0,103.452,0,103.452,0,103.455,0,103.459,0,103.457,0,103.462,0,103.473,0,103.472,0,103.478,0,103.467,0,103.474,-20,103.486,-560,103.494,-876,103.5,-31,103.5,-1,103.499,186,103.496,-108,103.497,-1028,103.505,28,103.503,-95,103.515,-120,104.237,297,104.233,200,104.245,-1000,104.251,272,104.25,-108,104.245,142,104.255,46,104.249,96,104.248,32,104.248,-1008,104.25,2,104.259,5,104.272,187,104.965,0,104.971,0,104.977,0,104.301,0,104.304,0,77.9,
105.036,0,105.042,0,105.714,0,105.037,0,105.033,0,105.036,0,105.031,0,104.265,0,104.248,0,104.243,0,104.242,0,104.223,0,104.226,0,104.248,0,104.251,0,104.257,0,104.248,0,104.243,0,104.229,0,104.226,12,104.243,-596,104.239,-872,104.234,-34,104.238,0,104.233,186,104.228,-60,104.224,-1040,104.23,84,104.228,-95,104.23,-130,104.997,279,104.991,212,104.998,-956,104.993,208,104.987,-106,104.981,131,104.979,61,104.974,96,104.973,128,104.961,-1008,104.965,4,104.966,6,104.971,185,105.74,0,105.746,0,105.75,0,104.978,0,104.985,0,78.599,
105.715,0,105.714,0,106.501,0,105.702,0,105.697,0,105.712,0,105.705,0,105.033,0,105.033,0,105.028,0,105.027,0,105.016,0,105.019,0,105.015,0,105.022,0,105.025,0,105.025,0,105.025,0,105.013,0,105.02,-8,105.031,-580,105.027,-876,105.024,-32,105.024,0,105.018,184,105.014,-76,105.003,-1024,105.003,36,105.001,-94,105.002,-114,105.737,254,105.738,220,105.743,-1016,105.744,160,105.737,-104,105.731,118,105.75,65,105.744,96,105.742,128,105.733,-992,105.727,8,105.74,5,105.739,184,106.557,0,106.56,0,106.571,0,105.747,0,105.752,0,79.367,
106.494,0,106.499,0,107.298,0,106.502,0,106.504,0,106.517,0,106.504,0,105.699,0,105.694,0,105.697,0,105.692,0,105.679,0,105.685,0,105.694,0,105.701,0,105.703,0,105.707,0,105.718,0,105.713,0,105.715,8,105.727,-584,105.729,-908,105.729,-32,105.724,0,105.722,185,105.721,-92,105.716,-1060,105.722,8,105.717,-95,105.723,-96,106.582,235,106.565,236,106.566,-1000,106.562,108,106.55,-103,106.54,97,106.542,65,106.546,96,106.544,240,106.538,-976,106.535,16,106.536,5,106.557,185,107.32,0,107.334,0,107.347,0,106.561,0,106.557,0,80.185,
107.295,0,107.304,0,108.088,0,107.292,0,107.287,0,107.291,0,107.274,0,106.499,0,106.498,0,106.501,0,106.5,0,106.496,0,106.496,0,106.504,0,106.519,0,106.519,0,106.529,0,106.541,0,106.535,0,106.537,4,106.547,-584,106.55,-984,106.55,-29,106.555,0,106.551,184,106.541,-84,106.535,-1120,106.542,-36,106.529,-84,106.544,-69,107.262,188,107.262,236,107.272,-968,107.27,-276,107.272,-70,107.285,39,107.28,151,107.275,128,107.286,608,107.289,-816,107.284,37,107.3,6,107.313,185,108.167,0,108.174,0,108.18,0,107.343,0,107.356,0,80.941,
108.083,0,108.084,0,108.913,0,108.089,0,108.086,0,108.087,0,108.087,0,107.267,0,107.268,0,107.263,0,107.258,0,107.254,0,107.247,0,107.26,0,107.262,0,107.275,0,107.274,0,107.281,0,107.28,0,107.27,-24,107.285,-248,107.281,-1048,107.283,-13,107.292,-1,107.285,185,107.274,-176,107.259,-1004,107.26,-224,107.246,-69,107.262,-30,108.12,178,108.123,212,108.128,-900,108.124,-548,108.119,-54,108.12,18,108.123,169,108.128,96,108.132,752,108.134,-560,108.129,42,108.135,12,108.153,187,109.013,0,109.029,0,109.029,0,108.182,0,108.186,0,81.781,
108.919,0,108.924,0,109.779,0,108.919,0,108.909,0,108.922,0,108.916,0,108.104,0,108.094,0,108.11,0,108.1,0,108.079,0,108.086,0,108.097,0,108.095,0,108.1,0,108.091,0,108.105,0,108.091,0,108.1,-64,108.113,32,108.12,-1080,108.114,2,108.127,-2,108.121,185,108.124,-156,108.11,-832,108.112,-624,108.117,-51,108.112,-14,108.955,172,108.961,196,108.968,-560,108.974,-848,108.968,-30,108.974,13,108.983,184,108.978,80,108.984,1024,108.985,-192,109.007,80,109.007,29,109.006,219,109.901,0,109.922,0,109.921,0,109.044,0,109.043,0,82.634,
109.778,0,109.778,0,110.668,0,109.78,0,109.782,0,109.795,0,109.784,0,108.91,0,108.91,0,108.92,0,108.912,0,108.904,0,108.904,0,108.905,0,108.919,0,108.911,0,108.916,0,108.919,0,108.908,0,108.925,-112,108.936,432,108.929,-944,108.923,26,108.937,-6,108.932,181,108.928,-228,108.928,-516,108.932,-848,108.94,-29,108.955,-14,109.842,128,109.848,148,109.87,132,109.859,-1036,109.861,9,109.853,9,109.867,195,109.871,32,109.868,960,109.867,304,109.864,105,109.871,171,109.884,352,110.753,0,110.771,0,110.777,0,109.927,0,109.929,0,83.512,
110.665,0,110.671,0,111.523,0,110.668,0,110.674,0,110.683,0,110.672,0,109.787,0,109.781,0,109.796,0,109.784,0,109.784,0,109.784,0,109.785,0,109.805,0,109.81,0,109.819,0,109.819,0,109.822,0,109.812,-224,109.818,508,109.832,-348,109.835,67,109.844,-27,109.842,164,109.832,-332,109.833,196,109.839,-896,109.838,11,109.839,-89,110.718,159,110.725,160,110.723,504,110.729,-888,110.743,39,110.725,9,110.732,193,110.737,128,110.726,896,110.738,528,110.731,122,110.739,168,110.744,328,111.604,0,111.611,0,111.61,0,110.787,0,110.786,0,84.372,
111.522,0,111.528,0,112.364,0,111.519,0,111.518,0,111.513,0,111.506,0,110.669,0,110.662,0,110.66,0,110.669,0,110.669,0,110.665,0,110.67,0,110.687,0,110.686,0,110.691,0,110.709,0,110.689,0,110.691,-108,110.703,1044,110.696,116,110.718,98,110.711,-157,110.709,45,110.701,-312,110.693,780,110.696,-628,110.704,46,110.71,-24,111.58,157,111.574,24,111.574,804,111.575,-632,111.575,53,111.569,2,111.592,180,111.58,112,111.582,880,111.579,528,111.579,121,111.594,168,111.6,328,112.417,0,112.419,0,112.413,0,111.616,0,111.628,0,85.228,
112.351,0,112.36,0,113.156,0,112.374,0,112.362,0,112.383,0,112.365,0,111.508,0,111.521,0,111.524,0,111.51,0,111.504,0,111.51,0,111.513,0,111.528,0,111.527,0,111.533,0,111.544,0,111.526,0,111.542,-60,111.556,1000,111.549,176,111.544,101,111.55,-157,111.555,27,111.549,-296,111.544,940,111.543,-460,111.544,60,111.564,-30,112.391,157,112.392,-84,112.412,868,112.401,-532,112.386,58,112.381,-13,112.389,168,112.386,128,112.381,912,112.39,544,112.374,120,112.398,166,112.4,325,113.221,0,113.238,0,113.245,0,112.409,0,112.421,0,86.028,
113.163,0,113.157,0,113.981,0,113.151,0,113.158,0,113.165,0,113.168,0,112.369,0,112.357,0,112.371,0,112.363,0,112.358,0,112.352,0,112.357,0,112.358,0,112.37,0,112.375,0,112.382,0,112.375,0,112.382,-52,112.388,1020,112.404,188,112.397,100,112.402,-162,112.39,20,112.386,-152,112.389,1012,112.382,-244,112.385,73,112.39,-28,113.205,157,113.21,-148,113.211,880,113.218,-520,113.204,59,113.204,-16,113.206,164,113.195,112,113.191,912,113.184,464,113.191,117,113.203,166,113.216,328,114.025,0,114.026,0,114.039,0,113.236,0,113.249,0,86.844,
113.976,0,113.982,0,114.765,0,113.979,0,113.975,0,113.974,0,113.956,0,113.172,0,113.164,0,113.169,0,113.166,0,113.16,0,113.161,0,113.163,0,113.176,0,113.182,0,113.185,0,113.192,0,113.172,0,113.185,-52,113.192,988,113.201,192,113.202,101,113.212,-167,113.2,13,113.19,-148,113.187,1044,113.193,-200,113.198,75,113.205,-29,113.988,141,113.99,-136,114.009,872,113.991,-488,113.997,60,113.992,-16,113.994,166,114.003,112,114.002,944,113.988,448,113.993,116,114.012,167,114.013,333,114.827,0,114.842,0,114.846,0,114.029,0,114.041,0,87.641,Start of pose 8
114.768,0,114.772,0,115.588,0,114.772,0,114.769,0,114.773,0,114.767,0,113.949,0,113.962,0,113.952,0,113.958,0,113.951,0,113.952,0,113.953,0,113.965,0,113.964,0,113.97,0,113.972,0,113.966,0,113.966,-68,113.971,1004,113.979,204,113.974,101,113.974,-161,113.974,22,113.967,-188,113.961,1064,113.964,-236,113.969,74,113.987,-45,114.81,161,114.803,-124,114.82,872,114.827,-520,114.809,58,114.805,-13,114.811,168,114.801,112,114.799,928,114.799,448,114.802,116,114.815,165,114.821,334,115.545,0,115.552,0,115.556,0,114.848,0,114.847,0,88.449,
115.584,0,115.584,0,116.272,0,115.581,0,115.582,0,115.584,0,115.566,0,114.766,0,114.767,0,114.771,0,114.769,0,114.763,0,114.757,0,114.772,0,114.78,0,114.785,0,114.785,0,114.785,0,114.779,0,114.783,-64,114.793,996,114.796,204,114.795,102,114.795,-166,114.795,19,114.796,-176,114.785,1020,114.793,-244,114.802,74,114.807,-31,115.553,155,115.559,-124,115.574,880,115.568,-516,115.562,59,115.556,-13,115.567,169,115.558,112,115.552,928,115.559,432,115.548,115,115.549,165,115.557,335,116.242,0,116.242,0,116.235,0,115.552,0,115.545,0,89.185,
116.297,0,116.286,0,116.975,0,116.273,0,116.272,0,116.273,0,116.268,0,115.566,0,115.568,0,115.568,0,115.567,0,115.555,0,115.555,0,115.558,0,115.565,0,115.575,0,115.581,0,115.577,0,115.562,0,115.57,-68,115.571,1000,115.565,216,115.561,102,115.578,-164,115.566,20,115.568,-164,115.551,1028,115.556,-236,115.56,75,115.56,-28,116.233,148,116.221,-100,116.228,880,116.228,-528,116.227,58,116.229,-8,116.231,171,116.231,112,116.219,928,116.213,448,116.216,116,116.218,165,116.23,335,117.029,0,117.041,0,117.046,0,116.235,0,116.245,0,89.858,
116.975,0,116.981,0,117.792,0,116.975,0,116.97,0,116.97,0,116.971,0,116.261,0,116.258,0,116.247,0,116.246,0,116.237,0,116.226,0,116.231,0,116.243,0,116.238,0,116.24,0,116.241,0,116.228,0,116.231,-60,116.241,1004,116.249,204,116.246,102,116.241,-160,116.24,22,116.224,-172,116.218,1052,116.219,-236,116.218,74,116.231,-34,116.961,152,116.961,-4,116.976,844,116.982,-588,116.982,55,116.977,0,116.985,180,116.988,112,116.987,928,116.988,432,116.989,115,116.997,164,117.01,331,117.877,0,117.889,0,117.894,0,117.053,0,117.059,0,90.638,
117.79,0,117.796,0,118.645,0,117.798,0,117.8,0,117.805,0,117.797,0,116.964,0,116.958,0,116.956,0,116.944,0,116.939,0,116.926,0,116.923,0,116.929,0,116.934,0,116.932,0,116.938,0,116.921,0,116.923,-48,116.933,1004,116.934,188,116.94,101,116.945,-160,116.946,17,116.936,-200,116.932,980,116.939,-288,116.942,70,116.953,-36,117.826,160,117.827,56,117.839,784,117.848,-684,117.847,48,117.841,5,117.848,185,117.843,112,117.843,928,117.844,448,117.845,116,117.857,165,117.87,333,118.68,0,118.692,0,118.686,0,117.891,0,117.897,0,91.498,
118.638,0,118.645,0,119.389,0,118.642,0,118.645,0,118.663,0,118.658,0,117.792,0,117.793,0,117.795,0,117.788,0,117.777,0,117.779,0,117.785,0,117.799,0,117.806,0,117.811,0,117.811,0,117.804,0,117.807,-56,117.815,1012,117.827,188,117.828,100,117.816,-158,117.81,20,117.799,-244,117.8,944,117.795,-412,117.799,62,117.818,-37,118.7,159,118.698,60,118.697,528,118.696,-952,118.683,29,118.674,4,118.687,183,118.676,112,118.666,944,118.659,400,118.659,113,118.654,166,118.666,333,119.307,0,119.32,0,119.327,0,118.673,0,118.684,0,92.294,
119.402,0,119.397,0,120.084,0,119.394,0,119.384,0,119.379,0,119.373,0,118.662,0,118.662,0,118.659,0,118.664,0,118.659,0,118.654,0,118.655,0,118.661,0,118.666,0,118.672,0,118.68,0,118.673,0,118.681,-104,118.688,1020,118.703,144,118.72,99,118.713,-146,118.707,41,118.726,-272,118.709,784,118.701,-636,118.703,47,118.703,-23,119.305,161,119.307,116,119.319,496,119.309,-920,119.305,26,119.304,7,119.304,188,119.304,96,119.291,944,119.291,416,119.288,113,119.301,167,119.308,335,120.183,0,120.187,0,120.197,0,119.328,0,119.34,0,92.936,
120.072,0,120.082,0,120.929,0,120.084,0,120.085,0,120.086,0,120.089,0,119.359,0,119.361,0,119.367,0,119.352,0,119.341,0,119.329,0,119.33,0,119.351,0,119.351,0,119.349,0,119.343,0,119.325,0,119.331,-92,119.337,988,119.334,124,119.328,100,119.333,-146,119.324,42,119.319,-260,119.308,756,119.306,-676,119.298,47,119.309,-21,120.126,165,120.132,192,120.138,444,120.133,-932,120.14,25,120.138,12,120.145,191,120.145,96,120.144,944,120.146,368,120.151,112,120.157,165,120.169,331,120.874,0,120.874,0,120.869,0,120.186,0,120.191,0,93.797,Start of pose 10
120.921,0,120.927,0,121.593,0,120.93,0,120.926,0,120.932,0,120.926,0,120.089,0,120.083,0,120.078,0,120.078,0,120.074,0,120.078,0,120.086,0,120.098,0,120.098,0,120.097,0,120.097,0,120.084,0,120.098,-84,120.109,1028,120.112,120,120.113,96,120.112,-140,120.106,46,120.108,-236,120.105,724,120.105,-708,120.104,44,120.111,-18,120.886,166,120.875,204,120.876,428,120.863,-908,120.862,24,120.868,12,120.875,192,120.869,96,120.864,944,120.869,368,120.861,111,120.856,165,120.867,334,121.508,0,121.542,0,121.536,0,120.867,0,120.866,0,94.495,
121.59,0,121.589,0,122.222,0,121.588,0,121.585,0,121.584,0,121.572,0,120.923,0,120.911,0,120.907,0,120.9,0,120.894,0,120.894,0,120.896,0,120.907,0,120.902,0,120.898,0,120.905,0,120.898,0,120.906,-100,120.912,1020,120.913,104,120.907,98,120.906,-136,120.9,50,120.897,-240,120.892,744,120.891,-696,120.884,44,120.891,-16,121.525,163,121.517,208,121.526,444,121.521,-920,121.508,24,121.504,12,121.518,191,121.506,96,121.493,960,121.493,384,121.494,112,121.508,165,121.509,340,122.147,0,122.154,0,122.161,0,121.52,0,121.516,0,95.137,
122.235,0,122.229,0,122.887,0,122.217,0,122.203,0,122.199,0,122.193,0,121.567,0,121.567,0,121.563,0,121.563,0,121.553,0,121.545,0,121.546,0,121.547,0,121.545,0,121.549,0,121.544,0,121.533,0,121.545,-84,121.552,1020,121.551,120,121.539,99,121.538,-140,121.532,39,121.522,-240,121.523,740,121.53,-696,121.52,45,121.524,-20,122.163,164,122.159,232,122.167,420,122.16,-920,122.152,23,122.147,14,122.154,193,122.155,96,122.143,960,122.132,384,122.127,112,122.139,165,122.139,337,122.818,0,122.831,0,122.819,0,122.158,0,122.163,0,95.767,